What is the syntax of the `animation-direction` CSS property?,"**Syntax**

```
/* Single animation */
animation-direction: normal;
animation-direction: reverse;
animation-direction: alternate;
animation-direction: alternate-reverse;

/* Multiple animations */
animation-direction: normal, reverse;
animation-direction: alternate, reverse, normal;
```

**Values**

* `normal` - Default value - The animation plays forwards each cycle. In other words, each time the animation cycles, the animation will reset to the beginning state and start over again. 

* `reverse` - The animation plays backwards each cycle. In other words, each time the animation cycles, the animation will reset to the end state and start over again. Animation steps are performed backwards, and timing functions are also reversed. For example, an `ease-in` timing function becomes `ease-out`.

* `alternate` - The animation reverses direction each cycle, with the first iteration being played forwards. The count to determine if a cycle is even or odd starts at one.

* `alternate-reverse` - The animation reverses direction each cycle, with the first iteration being played backwards. The count to determine if a cycle is even or odd starts at one.

## Footnote

[""animation-direction - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-direction) Retrieved May 26, 2023."
What does `animation-fill-mode` CSS property do?,"The `animation-fill-mode` CSS property sets how a CSS animation applies styles to its target before and after its execution.

## Footnote

[""animation-fill-mode - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-fill-mode) Retrieved May 26, 2023."
What is the syntax of the `animation-fill-mode` CSS property?,"**Syntax**

```
/* Single animation */
animation-fill-mode: none;
animation-fill-mode: forwards;
animation-fill-mode: backwards;
animation-fill-mode: both;

/* Multiple animations */
animation-fill-mode: none, backwards;
animation-fill-mode: both, forwards, none;
```

**Values**

* `none` - Default - The animation will not apply any styles to the target when it's not executing. The element will instead be displayed using any other CSS rules applied to it. 

* `forwards` - The target will retain the computed values set by the last keyframe encountered during execution.

* `backwards` - The animation will apply the values defined in the first relevant keyframe as soon as it is applied to the target, and retain this during the animation-delay period. 

* `both` - The animation will follow the rules for both forwards and backwards, thus extending the animation properties in both directions.

## Footnote

[""animation-fill-mode - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-fill-mode) Retrieved May 26, 2023."
What does the `animation-play-state` CSS property do?,"The `animation-play-state` CSS property sets whether an animation is running or paused.

## Footnote

[""animation-play-state - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-play-state) Retrieved May 29, 2023."
What is the syntax of the `animation-play-state` CSS property?,"**Syntax**

```
/* Single animation */
animation-play-state: running;
animation-play-state: paused;

/* Multiple animations */
animation-play-state: paused, running, running;
```

**Values**

* `running` - The animation is currently playing.
* `paused` - The animation is currently paused.

## Footnote

[""animation-play-state - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-play-state) Retrieved May 29, 2023."
What does the `animation-composition` CSS property do?,"The animation-composition CSS property specifies the [composite operation](https://developer.mozilla.org/en-US/docs/Glossary/Composite_operation) to use when multiple animations affect the same property simultaneously.

## Footnote

[""animation-composition - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-composition) Retrieved May 29, 2023."
What is the syntax of the `animation-composition` CSS property?,"**Syntax**

```
/* Single animation */
animation-composition: replace;
animation-composition: add;
animation-composition: accumulate;

/* Multiple animations */
animation-composition: replace, add;
animation-composition: add, accumulate;
animation-composition: replace, add, accumulate;
```

**Values**

* `replace` - defalut value - The effect value overrides the underlying value of the property.

* `add` - The effect value builds on the underlying value of the property. This operation produces an additive effect. For animation types where the addition operation is not commutative, the order of the operands is the underlying value followed by the effect value.

* `accumulate` - The effect and underlying values are combined. For animation types where the addition operation is not commutative, the order of the operands is the underlying value followed by the effect value.

Example:

```

.icon:hover {
  filter: blur(5px);
  animation: 3s infinite pulse;
  animation-composition: add;
}

@keyframes pulse {
  0% {
    filter: blur(10px);
  }
  100% {
    filter: blur(20px);
  }
}
```

Consider different values for the `animation-composition` property in the above example. The final effect value in each of those cases will be calculated as explained below:

* With `replace`, `blur(10px)` will replace `blur(5px)` in the `0%` keyframe. This is the default behavior of the property.
* With `add`, the composite effect value in the `0%` keyframe will be `blur(5px) blur(10px).`
* With `accumulate`, the composite effect value in `0%` keyframe will be `blur(15px)`.


## Footnote

[""animation-composition - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-composition) Retrieved May 29, 2023."
What does the `@keyframes` CSS at-rule do?,"The `@keyframes` CSS at-rule controls the intermediate steps in a CSS animation sequence by defining styles for keyframes (or waypoints) along the animation sequence.

## Footnote

[""@keyframes - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/@keyframes) Retrieved May 30, 2023."
What is the syntax of the `@keyframes` CSS at-rule?,"**Syntax**

```
@keyframes custom-ident {
  from {
    transform: translateX(0%);
  }

  to {
    transform: translateX(100%);
  }
}

@keyframes custom-ident-2 {
  0%   {background-color: red;}
  50%  {background-color: yellow;}
  100% {background-color: blue;}
}
```

**Values**

* `<custom-ident>` - A name identifying the keyframe list. This must match the identifier production in CSS syntax.
* `from` - A starting offset of 0%.
* `to` - An ending offset of 100%.
* `<percentage>` - A percentage of the time through the animation sequence at which the specified keyframe should occur.

## Footnote

[""@keyframes - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/@keyframes) Retrieved May 30, 2023."
What happens to properties that can’t be animated in keyframe rules?,"Properties that can't be animated in keyframe rules are ignored, but supported properties will still be animated.

## Footnote

[""@keyframes - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/@keyframes) Retrieved May 30, 2023."
How are `@keyframe` at-rule duplicates handled?,"If multiple keyframe sets exist for a given name, **the last one encountered by the parser is used**. `@keyframes` rules don't cascade, so animations never derive keyframes from more than one rule set.

If a given animation time offset is duplicated, all keyframes in the `@keyframes` rule for that percentage are used for that frame. **There is cascading within a `@keyframes` rule if multiple keyframes specify the same percentage values**.

## Footnote

[""@keyframes - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/@keyframes) Retrieved May 30, 2023."
